mls,status,title,address,city,price,aiEst,tax,carryUtils,mortgageAmt,bed,bath,suite,houseSize,landSize,zoning,power,water,riskFire,riskClimate,distFire,distCity,distGrocery,distHospital,url,img,features,notes,importDate,links,User_Score,User_Note,Spouse_Score,Spouse_Note,Realtor_Score,Realtor_Note
"10335797","Watchlist","Absolute Modern Tobiano","205 Rue Cheval Noir, Kamloops, BC V2H 1T7","Kamloops (Tobiano)","1399000","1310000","6800","580","","5","4","No","3928","0.32 acres","CD","Grid","Municipal","3","3","14.5","28","25","31","https://www.zealty.ca/property/bc/kamloops/205-rue-cheval-noir-mls_10335797","https://ddfcdn.realtor.ca/listing/TS638943360605400000/reb19/highres/7/10335797_1.jpg","Est. Range: $1,250,000 - $1,375,000. 2018 custom build with smart home integration. Includes wine cooler, theatre room, and home gym. Backyard oasis with 7-person hot tub and gazebo. Modern aesthetic focus.","","2026-02-13T19:25:12.793Z","","","","","","",""
"10371293","Watchlist","Knutsford Equestrian Estate","272 Goose Lake Road, Kamloops, BC V0E 2A0","Kamloops","2389000","2200000","7200","630","","5","4","Yes","5252","13.23 acres","AF-1","Grid/Generator","Cistern/Well","4","3","6.8","8.5","7.2","10.4","https://www.zealty.ca/property/bc/kamloops/272-goose-lake-road-mls_10371293","https://ddfcdn.realtor.ca/listing/TS639015731818800000/reb19/highres/3/10371293_1.jpg","Est. Range: $2,100,000 - $2,300,000. Ultimate horse property with 6-stall barn, riding arenas, and new cross fencing. Renovated kitchen with double islands. Includes secondary guest suite in barn. 5 minutes from Aberdeen amenities.","","2026-02-13T19:26:25.218Z","","","","","","",""
"10361942","Watchlist","Tobiano Resort Rancher","115 Lake Point Court, Kamloops, BC V1S 0G2","Kamloops (Tobiano)","1895000","1740000","5532","590","","5","4","No","3714","0.76 acres","CD","Grid","Municipal","3","3","14.5","28","25","31","https://www.zealty.ca/property/bc/kamloops/115-lake-point-court-mls_10361942","https://ddfcdn.realtor.ca/listing/TS638926877585430000/reb19/highres/2/10361942_1.jpg","Est. Range: $1,650,000 - $1,825,000. 2024 new build rancher on 0.76-acre estate lot. 16x32 saltwater pool with auto-cover. High 10ft ceilings and panoramic mountain/golf views. Designed for seamless entertainment.","","2026-02-13T19:28:35.980Z","","","","","","",""
"10369344","Watchlist","Sugarloaf Light Industrial","3175 Sugarloaf Road Lot# 8, Kamloops, BC V1S 1A7","Kamloops","1237500","910000","1500","100","","","","No","","0.99 acres","I-1S","Grid","Municipal","3","2","5.2","9.5","7.4","11.2","https://www.zealty.ca/property/bc/kamloops/3175-sugarloaf-road-lot-8-mls_10369344","https://ddfcdn.realtor.ca/listing/TS638987411554100000/reb19/highres/4/10369344_1.jpg","Est. Range: $850,000 - $975,000. Flat buildable light industrial lot near major transportation corridor. City services provided. Value drive is extremely high land scarcity for industrial use in Kamloops.","","2026-02-13T19:29:47.120Z","","","","","","",""
"10369300","Watchlist","Mesa Vista B&B Estate","570 Mesa Vista Drive, Ashcroft, BC V0K 1A0","Ashcroft","1184000","1100000","7045","480","","6","5","Potential","4169","0.74 acres","R-1","Grid","Municipal","5","4","2.2","1.5","1.8","2.1","https://www.zealty.ca/property/bc/ashcroft/570-mesa-vista-drive-mls_10369300","https://ddfcdn.realtor.ca/listing/TS638987328011870000/reb19/highres/0/10369300_1.jpg","Est. Range: $1,050,000 - $1,150,000. Successful B&B history with 3 walk-out guest rooms in basement. Panoramic river views and wrap-around deck. Heated aggregate floors. High income potential anchor.","","2026-02-13T19:30:24.813Z","","","","","","",""
"10374879","Watchlist","Balmoral Toy Box Estate","2746 Balmoral Road, Blind Bay, BC V0E 1H1","Blind Bay","1299000","1200000","3947","380","","4","4","Potential","3963","5.13 acres","RR1","200amp, Grid","Private","4","2","3.1","1.5","1.8","28.5","https://www.zealty.ca/property/bc/blind-bay/2746-balmoral-road-mls_10374879","https://ddfcdn.realtor.ca/listing/TS639065159354430000/reb19/highres/9/10374879_1.jpg","Est. Range: $1,150,000 - $1,240,000. Fully renovated, 3-bay in-floor heated garage, Geothermal heating, 2 hydro meters. Scarcity driven by 5+ flat acres so close to public boat launches.","","2026-02-13T19:35:44.338Z","","","","","","",""
"10375574","Watchlist","Salmon Arm Heritage Farm","1121 Shuswap Street Sw, Salmon Arm, BC V1E 1J3","Salmon Arm","1050000","975000","5031","450","","4","2","Potential","2976","2.81 acres","ALR, R10","200amp, Grid","Municipal","3","2","2.2","1.2","1.4","2.5","https://www.zealty.ca/property/bc/salmon-arm/1121-shuswap-street-sw-mls_10375574","https://ddfcdn.realtor.ca/listing/TS639063479223470000/reb19/highres/4/10375574_1.jpg","Est. Range: $925,000 - $1,010,000. 1920-family hobby farm, separate suite layout in basement, pond, established medicinal garden. High utility but aged structure requires significant capex.","","2026-02-13T19:36:38.883Z","","","","","","",""
"10373947","Watchlist","Eagle River Versatile Estate","2012 Bundus Road, Sicamous, BC V0E 2V4","Sicamous","1595000","1490000","5492","750","","6","4","Yes","6759","2.80 acres","RR","200amp, Grid","Well","5","4","2.5","3.5","3.8","24","https://www.zealty.ca/property/bc/sicamous/2012-bundus-road-mls_10373947","https://ddfcdn.realtor.ca/listing/TS639058277323070000/reb19/highres/7/10373947_1.jpg","Est. Range: $1,425,000 - $1,550,000. 400ft Eagle River frontage, 2 separate residences (9 beds/7 baths total), stone fireplace. Anchor value in riverfront linear footage and multi-family capacity.","","2026-02-13T19:36:46.016Z","","","","","","",""
"10375108","Watchlist","Canoe Beach Executive Retreat","2030 Canoe Beach Drive Ne, Salmon Arm, BC V1E 2M5","Salmon Arm","2599900","2450000","9300","820","","4","4","No","3673","10.00 acres","RR","200amp, Grid","Well","4","2","4.5","5.5","5.8","6.2","https://www.zealty.ca/property/bc/salmon-arm/2030-canoe-beach-drive-ne-mls_10375108","https://ddfcdn.realtor.ca/listing/TS639059149725800000/reb19/highres/8/10375108_1.jpg","Est. Range: $2,350,000 - $2,525,000. 12+ serviced RV sites, 3 guest bunkhouses, in-ground pool, putting green, theatre room. Scarcity multiplier for 'McGuire Lake' cabin heritage and RV park utility.","","2026-02-13T19:36:55.742Z","","","","","","",""
"10372766","Watchlist","Glenview Custom Sanctuary","2762 Glenview Road, Blind Bay, BC V0E 1H1","Blind Bay","1198000","1100000","3996","510","","3","3","No","3816","0.34 acres","R1","200amp, Grid","Private","4","2","3.5","1.8","2.1","29.5","https://www.zealty.ca/property/bc/blind-bay/2762-glenview-road-mls_10372766","https://ddfcdn.realtor.ca/listing/TS639058897398100000/reb19/highres/6/10372766_1.jpg","Est. Range: $1,050,000 - $1,150,000. 2017 build, 28x28 heated garage, theatre room, backs onto parkland. Mid-range value reflects standard lot size despite high-end build specs.","","2026-02-13T19:37:25.962Z","","","","","","",""
"10363053","Watchlist","McKenzie Post & Beam","2672 Mckenzie Road, Sorrento, BC V0E 2W1","Sorrento","1168000","1075000","2901","390","","3","2","No","2179","2.88 acres","RR4","200amp, Grid","Well","5","3","5.5","4.2","4.5","32","https://www.zealty.ca/property/bc/sorrento/2672-mckenzie-road-mls_10363053","https://ddfcdn.realtor.ca/listing/TS638944866123470000/reb19/highres/3/10363053_1.jpg","Est. Range: $1,025,000 - $1,125,000. Post and beam architecture, quartz island, second kitchen on lower level. Anchor metric is the landscape quality and trail access on 2.8+ acres.","","2026-02-13T19:37:31.580Z","","","","","","",""
"10373228","Watchlist","Salmon Arm Equestrian Estate","6171 50 Street Nw, Salmon Arm, BC V1E 3A6","Salmon Arm","1900000","1750000","6200","950","","4","5","No","5217","33.96 acres","A1","400amp, Grid","Well","4","2","4.1","3.2","3.5","4.5","https://www.zealty.ca/property/bc/salmon-arm/6171-50-street-nw-mls_10373228","https://ddfcdn.realtor.ca/listing/TS639045101380400000/reb19/highres/8/10373228_1.jpg","Est. Range: $1,650,000 - $1,850,000. 33+ acres inside city limits, indoor 20x40 heated pool, heated 30x30 + 40x20 shops. High scarcity due to acreage scale vs. city convenience.","","2026-02-13T19:37:37.108Z","","","","","","",""
"10373264","Watchlist","Durham Lakeshore Custom","3011 Durham Road, Sorrento, BC V0E 2W2","Sorrento","2399000","2250000","7137","540","","3","3","No","3130","0.77 acres","RS","200amp, Grid","Lake Intake","4","3","4.8","8.5","8.8","33.5","https://www.zealty.ca/property/bc/sorrento/3011-durham-road-mls_10373264","https://ddfcdn.realtor.ca/listing/TS639045138860400000/reb19/highres/4/10373264_1.jpg","Est. Range: $2,100,000 - $2,325,000. Private end-of-street location, wraparound deck, concrete lakeside patio. Anchor metric is the west/north lakefront exposure and privacy.","","2026-02-13T19:37:46.723Z","","","","","","",""
"10373055","Watchlist","Salmon Arm Panorama executive","1061 19 Avenue Se, Salmon Arm, BC V1E 0E6","Salmon Arm","1950000","1825000","8198","580","","4","4","Yes","3781","0.26 acres","R1","200amp, Grid","Municipal","3","2","2.5","2.2","2.5","3.1","https://www.zealty.ca/property/bc/salmon-arm/1061-19-avenue-se-mls_10373055","https://ddfcdn.realtor.ca/listing/TS639041831521330000/reb19/highres/5/10373055_1.jpg","Est. Range: $1,725,000 - $1,875,000. In-ground heated pool, 1-bed self-contained suite, chef's kitchen. Scarcity driven by unobstructed panoramic lake views in high-end neighborhood.","","2026-02-13T19:38:26.933Z","","","","","","",""
"10365838","Watchlist","Shelter Bay SMPL Design","1950 Sidmouth Road, Revelstoke, BC V0E 2S0","Revelstoke","1950000","1750000","5200","480","","4","3","No","2850","6.40 acres","RR1","200amp, Grid","Well","5","3","18.5","25","25.5","26.2","https://www.zealty.ca/property/bc/revelstoke/1950-sidmouth-road-mls_10365838","https://ddfcdn.realtor.ca/listing/TS638963286699870000/reb19/highres/8/10365838_1.jpg","Est. Range: $1,650,000 - $1,850,000. SMPL Design Studio architecture, floor-to-ceiling European windows, radiant heating, wood-barrel sauna. Anchor is architectural pedigree and 6+ private acres.","","2026-02-13T19:38:33.488Z","","","","","","",""
"10372741","Watchlist","Timber Kings Lakeshore Estate","1897 Blind Bay Road, Sorrento, BC V0E 2W0","Sorrento","3099000","2685000","10608","640","","5","4","No","4016","2.14 acres","RS","200amp, Grid","Well","4","3","4.2","8.7","9.1","34.5","https://www.zealty.ca/property/bc/sorrento/1897-blind-bay-road-mls_10372741","https://ddfcdn.realtor.ca/listing/TS639041862917530000/reb19/highres/1/10372741_1.jpg","Est. Range: $2,550,000 - $2,825,000. 320ft private Shuswap Lake frontage, custom Pioneer Log Homes (Timber Kings) build, radiant in-floor heating, detached triple garage, western sunset exposure.","","2026-02-13T19:38:39.009Z","","","","","","",""
"10365834","Watchlist","Blind Bay Reimagined Waterfront","2661 Blind Bay Road, Blind Bay, BC V0E 1H1","Blind Bay","1777780","1550000","4850","410","","3","2","No","1469","0.58 acres","RS","100amp, Grid","Lake Intake","4","3","3.1","1.2","1.5","28.4","https://www.zealty.ca/property/bc/blind-bay/2661-blind-bay-road-mls_10365834","https://ddfcdn.realtor.ca/listing/TS638965717388270000/reb19/highres/4/10365834_1.jpg","Est. Range: $1,450,000 - $1,650,000. 120ft frontage with $140k dock, nano doors, 36x24 heated shop. High value per sqft due to prime dock infrastructure and shop utility.","","2026-02-13T19:38:46.892Z","","","","","","",""
"10370853","Watchlist","Eagle Bay Dual-Residence","2022 Eagle Bay Road, Blind Bay, BC V0E 1H1","Blind Bay","2999000","2550000","7200","580","","4","4","Yes","2222","1.88 acres","C6, RR1","200amp, Grid","Well","4","3","5.2","6.5","6.8","31.5","https://www.zealty.ca/property/bc/blind-bay/2022-eagle-bay-road-mls_10370853","https://ddfcdn.realtor.ca/listing/TS639038198217200000/reb19/highres/3/10370853_1.jpg","Est. Range: $2,400,000 - $2,700,000. Split zoning (Commercial beach frontage), 3-bed cottage on beach + main home. High income potential anchor.","","2026-02-13T19:38:53.222Z","","","","","","",""
"10371117","Watchlist","Notch Hill Farm Estate","1706 Taylor Road, Sorrento, BC V0E 2W1","Sorrento","1790000","1680000","3743","520","","4","2","Yes","2121","81.53 acres","LH","200amp, Grid","Creek","5","3","11.2","14.5","14.8","38","https://www.zealty.ca/property/bc/sorrento/1706-taylor-road-mls_10371117","https://ddfcdn.realtor.ca/listing/TS639015041180800000/reb19/highres/7/10371117_1.jpg","Est. Range: $1,600,000 - $1,750,000. 80+ acres (only 29% ALR), backup 2021 Eagle Homes MH, riding arena, creek water. Value driver is the vast holding potential and usable flat land.","","2026-02-13T19:38:58.653Z","","","","","","",""
"10357332","Watchlist","McBride Luxury Stone Estate","3655 Mcbride Road, Blind Bay, BC V0E 1H1","Blind Bay","3189000","2750000","6540","720","","4","4","Yes","4073","4.93 acres","RR1","200amp, Grid","Well","4","2","2.8","4.1","4.5","29.2","https://www.zealty.ca/property/bc/blind-bay/3655-mcbride-road-mls_10357332","https://ddfcdn.realtor.ca/listing/TS638890661562470000/reb19/highres/2/10357332_1.jpg","Est. Range: $2,600,000 - $2,900,000. 2015 custom build, 32x50 heated shop with loft suite, saltwater pool. Panoramic lake views and wild forest backdrop anchor the 'rarity' score.","","2026-02-13T19:39:04.540Z","","","","","","",""
"10368782","Watchlist","Sunnybrae Double Waterfront","4842 Sunnybrae Canoe Point Road, Tappen, BC V0E 2X1","Tappen","3300000","2900000","8400","850","","4","5","Yes","4047","2.13 acres","RS","200amp, Grid","Well","4","3","8.5","15","15.5","22","https://www.zealty.ca/property/bc/tappen/4842-sunnybrae-canoe-point-road-mls_10368782","https://ddfcdn.realtor.ca/listing/TS638980542032170000/reb19/highres/2/10368782_1.jpg","Est. Range: $2,750,000 - $3,050,000. 330ft pristine frontage, 2 south-facing homes, 1,515 sqft detached shop. High replacement cost for second residence and extensive dock/retaining walls.","","2026-02-13T19:39:13.534Z","","","","","","",""
"10366804","Watchlist","Salmon Arm View Custom","633 9 Street Se, Salmon Arm, BC V1E 2C2","Salmon Arm","1499000","1312500","4374","380","","6","6","Yes","3923","0.50 acres","R1","Grid","Municipal","3","2","2.2","1.8","2.1","2.5","https://www.zealty.ca/property/bc/salmon-arm/633-9-street-se-mls_10366804","https://ddfcdn.realtor.ca/listing/TS638984694657400000/reb19/highres/4/10366804_1.jpg","Est. Range: $1,250,000 - $1,375,000. 2017 built to Step 3 energy standards. Includes 3-bed suite + in-law potential. High efficiency and city proximity anchor value.","","2026-02-13T19:39:18.731Z","","","","","","",""
"10359239","Watchlist","Scotch Creek Cape Cod","4243 Saratoga Road, Scotch Creek, BC V0E 1M5","Scotch Creek","2150000","1850000","5285","460","","3","3","No","2723","0.50 acres","RS","200amp, Grid","Lake Intake","5","3","1.5","0.8","1.1","48","https://www.zealty.ca/property/bc/scotch-creek/4243-saratoga-road-mls_10359239","https://ddfcdn.realtor.ca/listing/TS638906216512230000/reb19/highres/9/10359239_1.jpg","Est. Range: $1,750,000 - $1,950,000. 2020 major reno, 30x50 detached shop with 14ft door, sandy beach facing Copper Island. High utility for toys/shop needs.","","2026-02-13T19:39:30.552Z","","","","","","",""
"10349000","Watchlist","McArthur Heights View","3240 Roncastle Road, Blind Bay, BC V0E 1H1","Blind Bay","1249000","1115000","3450","420","","5","3","No","3327","0.67 acres","RS","200amp, Grid","Private","4","2","3.8","2.1","2.4","29.8","https://www.zealty.ca/property/bc/blind-bay/3240-roncastle-road-mls_10349000","https://ddfcdn.realtor.ca/listing/TS638923614182230000/reb19/highres/0/10349000_1.jpg","Est. Range: $1,050,000 - $1,175,000. 2004 build with double detached garage, oversized lot, wet bar/games room. Classic recreational value but structure is nearing mid-life capex cycle.","","2026-02-13T19:39:36.582Z","","","","","","",""
"10354124","Watchlist","White Lake Executive Waterfront","3828 Parri Road, Sorrento, BC V0E 2W1","Sorrento","2699000","2362500","7637","690","","5","4","Yes","5719","2.89 acres","RS","600amp (3x200)","Well","4","3","12","14.5","14.8","38","https://www.zealty.ca/property/bc/sorrento/3828-parri-road-mls_10354124","https://ddfcdn.realtor.ca/listing/TS638866452550200000/reb19/highres/4/10354124_1.jpg","Est. Range: $2,250,000 - $2,475,000. 5-year-old custom build, massive 600amp total power service, 2,000 sqft unfinished walk-out. Primary driver is the industrial-grade power and acreage scale.","","2026-02-13T19:39:41.644Z","","","","","","",""
"10363000","Watchlist","Eagle Bay Custom Rancher","5147 Sunset Drive, Eagle Bay, BC V0E 1T0","Eagle Bay","2199900","1950000","4050","320","","3","2","No","2650","2.03 acres","RR1","200amp, Grid","Community","4","3","15.5","22","22.5","48","https://www.zealty.ca/property/bc/eagle-bay/5147-sunset-drive-mls_10363000","https://ddfcdn.realtor.ca/listing/TS638935592312400000/reb19/highres/0/10363000_1.jpg","Est. Range: $1,850,000 - $2,050,000. 2023 ICF/SIPS build, guest cabin, triple garage with 11ft bay, detached shop. Scarcity driven by extreme energy efficiency and high-utility parking.","","2026-02-13T19:39:46.985Z","","","","","","",""
"10362447","Watchlist","NW Salmon Arm Mega-Acreage","3700 50 Street, Salmon Arm, BC V1E 3A9","Salmon Arm","2549000","2250000","6153","880","","7","6","Yes","5947","15.00 acres","A2","400amp, Grid","Municipal","3","2","5.5","4.5","4.8","6.2","https://www.zealty.ca/property/bc/salmon-arm/3700-50-street-mls_10362447","https://ddfcdn.realtor.ca/listing/TS638932088688170000/reb19/highres/7/10362447_1.jpg","Est. Range: $2,150,000 - $2,350,000. 4500sqft addition (2021), 8-car suspended slab garage, 2021 modular home second dwelling. Anchor value in the 15-acre city footprint and massive shop/garage utility.","","2026-02-13T19:39:52.198Z","","","","","","",""
"10360636","Watchlist","Cedar Heights Double Lot","2308 Ta Lana Trail Lot# 3 & 4, Blind Bay, BC V0E 2W2","Blind Bay","1150000","1025000","4113","495","","4","5","No","4079","0.75 acres","RS","200amp, Grid","Private","4","2","3.2","1.5","1.8","28.8","https://www.zealty.ca/property/bc/blind-bay/2308-ta-lana-trail-lot-3-4-mls_10360636","https://ddfcdn.realtor.ca/listing/TS638920116143170000/reb19/highres/6/10360636_1.jpg","Est. Range: $950,000 - $1,075,000. Original 1978 custom home on double lot, pool, detached workshop, vintage intercom still functional. Value reflects a 'land bank' play and large structure volume.","","2026-02-13T19:39:57.036Z","","","","","","",""
"10358948","Watchlist","Anstey Arm Mega Holding","Lot A, & Lot 6 Queest N, Anstey Arm, BC V0E 1M7","Anstey Arm","1600000","1450000","3999","","","","","No","","223.00 acres","LH","Off-Grid","None","5","4","48","55","35","85","https://www.zealty.ca/property/bc/anstey-arm/lot-a-lot-6-queest-n-mls_10358948","https://ddfcdn.realtor.ca/listing/TS638937318866030000/reb19/highres/8/10358948_1.jpg","Est. Range: $1,350,000 - $1,550,000. 223 acres over two titles (one road access, one water access). Adjacent to Roberts Bay Provincial Park. Anchor value is extreme land scarcity on Shuswap Lake.","","2026-02-13T19:40:02.046Z","","","","","","",""
"10345083","Watchlist","Tappen Horticulture Facility","2234 Tappen Notch Hill Road, Tappen, BC V0E 2W1","Tappen","2900000","3000000","3694","1250","","5","3","Yes","2754","77.37 acres","A1, ALR","600V, 600A 3-Phase","Well","5","3","12.5","18","18.5","25","https://www.zealty.ca/property/bc/tappen/2234-tappen-notch-hill-road-mls_10345083","https://ddfcdn.realtor.ca/listing/TS638905303621630000/reb19/highres/3/10345083_1.jpg","Est. Range: $2,800,000 - $3,200,000. Turnkey Health Canada-spec facility, 6,400sqft main commercial building + unfinished upstairs. Anchor value in the $200k+ power upgrade and niche agricultural utility.","","2026-02-13T19:40:07.298Z","","","","","","",""
"10345064","Watchlist","Salmon Arm Multi-Gen Estate","6400 1 Avenue Nw, Salmon Arm, BC V1E 3B2","Salmon Arm","2639000","2350000","5800","720","","4","3","Yes","2255","4.90 acres","A1","200amp, Grid","Well","3","2","4.2","5.2","5.5","7.5","https://www.zealty.ca/property/bc/salmon-arm/6400-1-avenue-nw-mls_10345064","https://ddfcdn.realtor.ca/listing/TS638811973893400000/reb19/highres/4/10345064_1.jpg","Est. Range: $2,250,000 - $2,450,000. Two 2022-built luxury homes, heated 30x32 shop + 30x48 coverall, heated in-ground pool, Generac backup. High replacement cost for the dual-dwelling setup.","","2026-02-13T19:40:15.908Z","","","","","","",""
"10365896","Watchlist","TCH Lakeview Custom","5694 Trans Canada Highway Nw, Salmon Arm, BC V1E 3A2","Salmon Arm","1699000","1650000","5100","450","","5","5","Yes","4917","5.00 acres","A1","200amp, Grid","Well","4","2","5.8","6.2","6.5","8.5","https://www.zealty.ca/property/bc/salmon-arm/5694-trans-canada-highway-nw-mls_10365896","https://ddfcdn.realtor.ca/listing/TS638961265601330000/reb19/highres/6/10365896_1.jpg","Est. Range: $1,550,000 - $1,725,000. 2010 custom build, Geothermal heating/cooling, walkout suite with hot tub. Proximity to highway is a slight noise drag but acreage/view anchors value.","","2026-02-13T19:41:29.765Z","","","","","","",""
